time,k,model,infolder,seed,result_folder,n_folds,top_100_percent,top_90_percent,top_80_percent,top_70_percent,top_60_percent,top_50_percent,top_40_percent,top_30_percent,top_20_percent,top_10_percent,10_better_100,top_100_percentT,top_90_percentT,top_80_percentT,top_70_percentT,top_60_percentT,top_50_percentT,top_40_percentT,top_30_percentT,top_20_percentT,top_10_percentT,10_better_100T,top_100_percentB,top_90_percentB,top_80_percentB,top_70_percentB,top_60_percentB,top_50_percentB,top_40_percentB,top_30_percentB,top_20_percentB,top_10_percentB,10_better_100B,top_100_f1_score,top_90_f1_score,top_80_f1_score,top_70_f1_score,top_60_f1_score,top_50_f1_score,top_40_f1_score,top_30_f1_score,top_20_f1_score,top_10_f1_score,log_p_train_T,log_p_train_B,log_p_test_T,log_p_test_B,p_train_T,p_train_B,p_test_T,p_test_B,std_log_p_train_T,std_log_p_train_B,std_log_p_test_T,std_log_p_test_B,std_p_train_T,std_p_train_B,std_p_test_T,std_p_test_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:01:15 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,8888,results/152375877596,5,51.59139785,50.37037037,50.83333333,54.28571429,56.66666667,57.33333333,60,53.33333333,50,60,TRUE,57.33333333,56.84615385,58.93328893,64.4017094,73.65079365,76.38095238,80.47619048,74.0952381,53.75,88.88888889,TRUE,45.83333333,43.23809524,42.27039627,44.44444444,44.79076479,41.32905983,39.36363636,38.33333333,43.33333333,45.83333333,FALSE,0.48951049,0.472440945,0.477876106,0.52,0.551724138,0.555555556,0.586206897,0.533333333,0.545454545,0.625,-1979.472294,-2282.886819,-2055.462845,-2299.123754,2.34E-123,6.59E-209,2.76E-133,7.32E-261,983.6262767,1080.372444,1040.716246,1130.402795,4.04E-122,0,2.37E-132,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:03:00 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,8888,results/152375932239,5,62.27956989,63.7037037,64.16666667,62.85714286,63.33333333,64,63.33333333,64.44444444,53.33333333,33.33333333,FALSE,73.33333333,78.6996337,78.39160839,77.57575758,82.42063492,89.64285714,93.5,97.14285714,93.75,83.33333333,TRUE,51.25,49.67032967,49.83682984,48.55555556,44.89393939,40.11904762,36.19047619,39.33333333,28.33333333,20,FALSE,0.577777778,0.588235294,0.582524272,0.571428571,0.56,0.542372881,0.5,0.529411765,0.416666667,0.285714286,85.79551558,65.04538194,78.32443989,30.80796874,inf,inf,inf,inf,362.4829063,549.5394111,368.9961077,638.3412701,nan,nan,nan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:04:36 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,8888,results/152376803247,5,53.59139785,54.81481481,55.83333333,59.04761905,57.77777778,56,58.33333333,64.44444444,66.66666667,60,TRUE,54.66666667,57.24908425,61.11888112,61.29292929,61.61111111,56.07142857,60,67.66666667,83.33333333,80,TRUE,52.5,53.36996337,50.86247086,55.72727273,51.55555556,54.04761905,54.76190476,57.66666667,51.66666667,40,FALSE,0.533333333,0.541353383,0.539130435,0.582524272,0.558139535,0.56,0.590163934,0.652173913,0.6875,0.571428571,-1616.063568,-1891.186296,-1701.781135,-1945.140175,7.23E-112,3.52E-163,5.07E-115,4.06E-223,854.6709748,959.1121528,978.6345977,992.7909873,1.25E-110,6.29E-162,4.36E-114,2.92E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:06:16 2018,4,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,8888,results/152374869854,5,63.61290323,65.18518519,65,64.76190476,62.22222222,61.33333333,61.66666667,68.88888889,63.33333333,80,TRUE,60,60.53113553,63.75180375,64.6969697,64.34920635,60.47619048,61.33333333,72,73.33333333,100,TRUE,67.33333333,69.94139194,66.66666667,67.69230769,62.65151515,62.02380952,61.9047619,67,60,73.33333333,TRUE,0.649681529,0.675862069,0.671875,0.672566372,0.630434783,0.623376623,0.646153846,0.72,0.685714286,0.842105263,-493.3906484,-528.3284242,-494.0576255,-536.0835011,8.80E-29,2.76E-17,1.16E-27,3.55E-16,273.4258843,399.1958985,279.168923,448.3786312,1.05E-27,3.07E-16,9.91E-27,3.15E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:07:51 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,8888,results/152375810775,5,54.92473118,54.81481481,55.83333333,53.33333333,52.22222222,54.66666667,58.33333333,64.44444444,60,73.33333333,TRUE,38.66666667,36.20879121,36.87878788,36.34343434,37.28571429,38.66666667,32.66666667,33.33333333,20,33.33333333,FALSE,71.33333333,71.35531136,72.21611722,68.51515152,70.45454545,76,76.82539683,80,80,90,TRUE,0.613636364,0.625766871,0.639455782,0.614173228,0.598130841,0.638297872,0.691358025,0.75,0.739130435,0.833333333,-475.2814879,-503.2449897,-481.4131649,-508.3338996,2.14E-22,2.84E-17,7.16E-22,3.84E-16,264.5340914,370.1078964,264.8367507,379.3086085,2.49E-21,3.16E-16,6.16E-21,4.92E-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:09:28 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,8888,results/152377189432,5,55.52688172,55.55555556,59.16666667,60,58.88888889,58.66666667,60,62.22222222,56.66666667,73.33333333,TRUE,56,57.01465201,61.38528139,62.5982906,65.2012987,67.14285714,67.04761905,78.0952381,75,100,TRUE,55,54.21245421,58.28571429,58.86363636,53.47402597,50.83333333,51.71428571,54.76190476,51.66666667,50,FALSE,0.556291391,0.558823529,0.595041322,0.603773585,0.574712644,0.550724638,0.555555556,0.585365854,0.518518519,0.666666667,-1777.904861,-2114.272662,-1859.002911,-2144.678505,4.85E-112,3.84E-129,1.56E-117,5.68E-140,1038.470601,1115.88297,1131.778565,1130.686372,8.39E-111,6.69E-128,1.34E-116,1.38E-127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:11:05 2018,6,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,8888,results/152378610973,5,54.21505376,54.81481481,55,53.33333333,55.55555556,54.66666667,53.33333333,48.88888889,50,40,FALSE,58.66666667,59.56043956,61.80652681,60.90909091,63.74242424,66.42857143,63.33333333,58.33333333,78.66666667,62.5,TRUE,49.58333333,49.51648352,47.96037296,46.72727273,48.4047619,43.92857143,43.33333333,44.66666667,43.33333333,30,FALSE,0.524137931,0.527131783,0.517857143,0.494845361,0.5,0.484848485,0.481481481,0.465116279,0.4,0.307692308,-1414.617795,-1712.900596,-1496.416765,-1736.45969,1.16E-70,1.01E-110,1.85E-71,1.60E-128,857.4721827,979.7923282,969.8348829,978.4297136,2.00E-69,1.28E-109,1.59E-70,3.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:12:43 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,8888,results/152376936256,5,57.05376344,57.03703704,55.83333333,59.04761905,57.77777778,60,56.66666667,57.77777778,66.66666667,66.66666667,TRUE,41.33333333,37.83549784,33.55710956,32.62626263,29.16666667,32.02380952,22.04761905,17.33333333,16.66666667,12.5,FALSE,72.58333333,75.3525641,76.44189144,83.39393939,83.11111111,85.55555556,84.92857143,85.14285714,91,90,TRUE,0.628571429,0.641975309,0.639455782,0.676691729,0.677966102,0.693877551,0.682926829,0.707692308,0.782608696,0.782608696,-399.0620409,-362.2630768,-403.0914337,-363.5451861,4.17E-16,2.74E-17,2.72E-16,3.79E-16,202.7342885,193.4568099,203.3360195,193.2501341,3.65E-15,3.04E-16,2.34E-15,2.92E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:14:18 2018,4,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,9999,results/152378688577,5,64.27956989,65.18518519,65,66.66666667,65.55555556,64,65,71.11111111,63.33333333,73.33333333,TRUE,62.66666667,63.60805861,67.06493506,68.28282828,67.57142857,64.28571429,69.33333333,82,73.33333333,100,TRUE,66,67.08424908,64.08791209,65.33333333,63.81818182,62.3015873,61.9047619,66.33333333,56,66.66666667,TRUE,0.649350649,0.666666667,0.661290323,0.684684685,0.673684211,0.649350649,0.666666667,0.723404255,0.685714286,0.777777778,-487.7243928,-520.7744902,-485.2173143,-515.7267516,1.27E-28,2.71E-17,1.29E-27,3.55E-16,270.4377022,394.2351359,268.7575361,386.0360772,1.32E-27,3.01E-16,1.11E-26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:15:54 2018,4,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,9999,results/152379156591,5,54.27956989,56.2962963,55,57.14285714,56.66666667,56,58.33333333,62.22222222,66.66666667,73.33333333,TRUE,53.33333333,54.76190476,54.17948718,58.86363636,59.48412698,56.57142857,60.66666667,69.33333333,85.41666667,100,TRUE,55.08333333,56.53846154,54.5021645,53.93006993,52.98989899,52.94444444,53.45238095,52.66666667,53.33333333,60,TRUE,0.549019608,0.562962963,0.55,0.571428571,0.571428571,0.582278481,0.615384615,0.653061224,0.6875,0.777777778,-2184.095855,-2484.869685,-2261.092633,-2546.541838,9.69E-128,3.44E-182,3.37E-141,1.76E-183,1071.72771,1213.855396,1129.744012,1169.72145,1.68E-126,0,2.89E-140,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:17:28 2018,4,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,9999,results/152379728344,5,50.34408602,50.37037037,49.16666667,51.42857143,53.33333333,57.33333333,56.66666667,60,63.33333333,66.66666667,TRUE,42.66666667,40.58608059,37.72727273,41.74242424,43.26190476,47.38095238,45.33333333,47.66666667,56.66666667,50,TRUE,57.91666667,59.15750916,58.59340659,60.54700855,63.89393939,69.39393939,65.87301587,64.33333333,65,63.33333333,TRUE,0.539877301,0.55033557,0.548148148,0.571428571,0.588235294,0.636363636,0.638888889,0.666666667,0.685714286,0.736842105,-174.5562193,-249.0336448,-230.803276,-273.0024753,inf,inf,6.09E+134,1.16E+216,277.3580956,440.2826866,269.7552888,412.2833794,nan,nan,5.24E+135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:19:01 2018,4,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,9999,results/152380218178,5,50.27956989,51.11111111,51.66666667,54.28571429,56.66666667,57.33333333,56.66666667,55.55555556,63.33333333,46.66666667,FALSE,50.66666667,51.79487179,53.09090909,55.31818182,58,60.07936508,64.66666667,60,85,87.5,TRUE,49.75,50.86446886,51.20879121,51.56643357,52.5,51.54761905,46.42857143,42.66666667,41.66666667,30,FALSE,0.503311258,0.52173913,0.532258065,0.547169811,0.551724138,0.542857143,0.535714286,0.523809524,0.620689655,0.428571429,-1838.077864,-2152.014825,-1960.564605,-2195.792394,6.13E-121,1.56E-102,1.12E-126,2.29E-165,963.6049458,1049.419214,1085.835276,1075.376675,1.05E-119,2.71E-101,9.66E-126,5.68E-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:20:38 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,9999,results/152380349381,5,47.67741935,51.11111111,52.5,55.23809524,53.33333333,52,48.33333333,48.88888889,53.33333333,66.66666667,TRUE,50.66666667,56.26373626,59.19191919,64.06060606,60.5,59.04761905,48.33333333,42,52.08333333,50,FALSE,44.58333333,45.28205128,45.92307692,48.09090909,46.08547009,46.18686869,45.55555556,44.5,48.33333333,60,TRUE,0.462585034,0.484375,0.512820513,0.552380952,0.533333333,0.538461538,0.537313433,0.566037736,0.588235294,0.761904762,-1958.977684,-2201.075497,-2047.300621,-2242.245399,1.38E-112,1.14E-69,9.28E-119,6.55E-126,1030.110717,1166.799057,1093.357687,1182.316252,2.38E-111,1.98E-68,7.99E-118,5.79E-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:22:18 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,9999,results/152380903535,5,53.61290323,52.59259259,52.5,52.38095238,55.55555556,53.33333333,55,55.55555556,60,60,TRUE,58.66666667,60.56776557,62.47086247,63.07070707,66.13275613,65.07936508,66.07142857,71.33333333,81.66666667,100,TRUE,48.5,44.63736264,42.15617716,41.96969697,43.71933622,40.83333333,43.66666667,40.66666667,40.66666667,40,FALSE,0.513888889,0.492063492,0.46728972,0.468085106,0.5,0.461538462,0.448979592,0.473684211,0.5,0.5,-1589.962285,-1902.30105,-1670.195736,-1922.054426,2.91E-111,1.54E-109,6.41E-125,6.69E-104,921.6803967,1050.491896,1001.547287,1059.648976,3.60E-110,2.67E-108,5.51E-124,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:23:54 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,9999,results/152380566727,5,66.30107527,66.66666667,65.83333333,65.71428571,65.55555556,68,65,73.33333333,73.33333333,73.33333333,TRUE,68,70.25641026,71,70.87878788,69.02958153,73.69047619,72.16666667,78.80952381,75,83.33333333,TRUE,64.58333333,63.52380952,61.31868132,62.15617716,60.51082251,62.46031746,58.0952381,63.33333333,62,63.33333333,FALSE,0.657718121,0.666666667,0.661157025,0.666666667,0.659340659,0.684210526,0.631578947,0.727272727,0.75,0.777777778,85.79685435,65.13386716,79.08222652,36.84139933,inf,inf,inf,inf,362.4724899,549.3812933,367.0458548,617.5638215,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:25:33 2018,6,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,8888,results/152377281346,5,53.11827957,57.03703704,58.33333333,58.0952381,55.55555556,56,56.66666667,55.55555556,60,40,FALSE,52,57.30769231,58.91375291,58.77233877,57.55555556,59.61111111,64.0952381,60.33333333,62.66666667,37.5,FALSE,54.5,57.93406593,58.001998,59.03030303,56.77777778,58.73015873,54.45238095,48.9047619,47,33.33333333,FALSE,0.535947712,0.573529412,0.590163934,0.576923077,0.565217391,0.56,0.566666667,0.565217391,0.6,0.470588235,207.1545521,201.4158899,180.9020467,185.7745931,inf,inf,inf,inf,323.8556072,506.4129838,331.5352041,517.5582669,nan,nan,nan,2.25E-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:27:12 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,9999,results/15238187685,5,53.56989247,55.55555556,56.66666667,60,60,61.33333333,61.66666667,57.77777778,60,60,TRUE,61.33333333,66.3003663,69.92307692,75.22222222,77.80952381,81.42857143,81,75.33333333,85.33333333,83.33333333,TRUE,45.75,44.32234432,43.54978355,45.45454545,46.04545455,47.57575758,43.80952381,45.33333333,43.33333333,50,TRUE,0.5,0.508196721,0.518518519,0.553191489,0.571428571,0.591549296,0.581818182,0.558139535,0.571428571,0.666666667,-1770.021025,-2048.817257,-1852.806128,-2075.70013,9.99E-117,4.87E-108,1.34E-129,2.60E-124,961.7141044,1118.855153,1059.89434,1125.712522,1.73E-115,8.47E-107,1.16E-128,2.64E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:28:50 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,9999,results/152380229884,5,64.94623656,63.7037037,63.33333333,64.76190476,62.22222222,61.33333333,61.66666667,60,60,60,FALSE,49.33333333,48.46153846,48.41991342,52.50505051,49.77777778,48.61111111,45.23809524,40,40,50,TRUE,80.66666667,77.8021978,74.69230769,73.77777778,69.44444444,68.19047619,65.33333333,66,50,50,FALSE,0.697142857,0.683870968,0.676470588,0.683760684,0.638297872,0.623376623,0.646153846,0.666666667,0.647058824,0.666666667,-478.7103577,-506.6783455,-483.1357924,-509.143928,9.15E-27,9.42E-16,1.22E-27,3.21E-16,265.4149301,369.8856622,267.0904541,379.4557032,1.32E-25,1.49E-14,1.04E-26,5.19E-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:30:26 2018,6,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,9999,results/152382970708,5,51.5483871,51.85185185,51.66666667,54.28571429,54.44444444,56,51.66666667,53.33333333,50,60,TRUE,50.66666667,53.40659341,53.42657343,59.22727273,58.62698413,57.8968254,57.42857143,56.33333333,68.33333333,75,TRUE,52.16666667,49.56043956,47.83216783,46.61072261,48.21212121,52.93650794,45.85714286,49.33333333,33.33333333,66.66666667,TRUE,0.522875817,0.511278195,0.508474576,0.52,0.539325843,0.547945205,0.49122807,0.533333333,0.444444444,0.5,-1408.448496,-1725.833062,-1514.863156,-1746.842049,6.00E-60,1.25E-112,4.30E-119,6.00E-109,839.7622534,993.6613672,937.2124415,963.1109458,1.04E-58,2.18E-111,3.70E-118,2.44E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:32:10 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,9999,results/152381309434,5,55.6344086,56.2962963,54.16666667,54.28571429,53.33333333,56,61.66666667,64.44444444,70,66.66666667,TRUE,22.66666667,17.43589744,12.72727273,8.5,7.5,4,6.666666667,0,0,0,FALSE,88.33333333,90.47619048,90.64102564,93.28671329,95.95959596,100,100,100,100,100,TRUE,0.666666667,0.687830688,0.678362573,0.688311688,0.681818182,0.713043478,0.757894737,0.783783784,0.823529412,0.8,-471.2214571,-498.0755157,-476.8069885,-501.3073853,1.29E-17,3.88E-07,2.07E-17,3.00E-15,266.2566418,372.4265556,267.9990664,380.4986127,1.57E-16,2.98E-06,1.78E-16,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:33:44 2018,4,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,1111,results/152383487249,5,50.98924731,51.11111111,50.83333333,48.57142857,50,49.33333333,53.33333333,55.55555556,63.33333333,60,TRUE,41.33333333,42.10622711,41.5034965,37.27272727,38.5,36.66666667,31.66666667,29.66666667,41.66666667,37.5,FALSE,60.66666667,60.77655678,60.44289044,57.93939394,60.72222222,60.47619048,68.16666667,71.66666667,66,50,FALSE,0.554216867,0.554054054,0.556390977,0.542372881,0.554455446,0.547619048,0.611111111,0.642857143,0.702702703,0.666666667,-181.159834,-253.4293235,-262.2966,-265.2821343,inf,inf,9.30E+161,inf,375.9292616,540.9739159,319.4266752,534.6425329,nan,nan,inf,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:35:29 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,1111,results/152384078767,5,57.59139785,57.77777778,56.66666667,57.14285714,57.77777778,58.66666667,58.33333333,57.77777778,53.33333333,53.33333333,FALSE,65.33333333,66.81318681,63.97435897,65.7979798,68.33333333,66.9047619,67.76190476,77,78.33333333,75,TRUE,49.75,48.24175824,50.11655012,49,48.66666667,47.93650794,46.14285714,37.47619048,28.33333333,20,FALSE,0.542857143,0.536585366,0.543859649,0.536082474,0.558139535,0.550724638,0.561403509,0.536585366,0.416666667,0.363636364,-1937.780505,-2241.397571,-2041.202956,-2268.663668,2.20E-111,9.67E-161,3.85E-138,5.24E-164,1002.089199,1123.69023,1110.588037,1089.842364,3.77E-110,1.68E-159,3.31E-137,4.12E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:37:04 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,0,results/152383007372,5,63.6344086,65.18518519,68.33333333,69.52380952,71.11111111,69.33333333,68.33333333,73.33333333,70,66.66666667,TRUE,57.33333333,59.78021978,62.44522145,61.03030303,60.85714286,59.42857143,54.14285714,63.80952381,55,50,FALSE,69.58333333,70.76923077,72.5024975,74.87878788,75.45454545,74.11111111,74.07142857,75.33333333,68.66666667,73.33333333,TRUE,0.658385093,0.671328671,0.707692308,0.728813559,0.754716981,0.741573034,0.732394366,0.76,0.756756757,0.736842105,-473.5350079,-501.3469664,-478.1074435,-505.4424568,6.89E-21,4.98E-11,9.74E-21,5.51E-11,266.4962398,370.6842149,267.6538238,380.6823755,7.93E-20,4.74E-10,8.38E-20,2.86E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:38:40 2018,4,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,2222,results/152385282789,5,65.61290323,65.92592593,65,64.76190476,63.33333333,62.66666667,63.33333333,57.77777778,60,60,FALSE,61.33333333,61.64835165,64.02597403,66,64.5,64.76190476,73.33333333,70,80,80,TRUE,70,69.56043956,65.07692308,62.47474747,58.5,54.34126984,49.04761905,43,31.66666667,30,FALSE,0.670886076,0.676056338,0.65,0.640776699,0.611764706,0.588235294,0.576923077,0.512820513,0.5,0.4,-488.2483767,-524.9327987,-493.9046746,-522.419256,8.04E-27,2.71E-17,1.29E-27,3.47E-16,270.9174786,400.0769614,272.1966571,388.0548674,1.36E-25,3.01E-16,1.11E-26,3.06E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:40:18 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,2222,results/15238583321,5,53.05376344,54.07407407,51.66666667,50.47619048,50,45.33333333,41.66666667,35.55555556,30,40,FALSE,84,90.76923077,92.36363636,93.55555556,95.27777778,96.66666667,95,93.33333333,100,100,TRUE,22.5,21.04761905,13.42490842,8.818181818,4.222222222,2.222222222,0,0,0,0,FALSE,0.323809524,0.326086957,0.236842105,0.161290323,0.081632653,0.046511628,0,0,0,0,-399.3185392,-362.2973871,-403.2359383,-363.49964,4.56E-16,2.70E-17,3.69E-16,3.72E-16,202.8692289,193.4741457,203.344709,193.1378528,3.97E-15,3.01E-16,3.17E-15,1.18E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:41:56 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,1111,results/152385182797,5,56.40860215,57.03703704,58.33333333,59.04761905,57.77777778,57.33333333,55,53.33333333,53.33333333,60,TRUE,50.66666667,51.08058608,53.19347319,51.27272727,47.05555556,42.85714286,39.33333333,28,21.66666667,37.5,FALSE,62.16666667,62.50549451,63.6013986,66.54545455,69.5,71.07142857,68.57142857,75,86.66666667,80,TRUE,0.5875,0.597222222,0.603174603,0.619469027,0.62,0.627906977,0.61971831,0.631578947,0.631578947,0.7,-395.2465651,-358.8796296,-400.0713518,-360.5135348,4.81E-16,1.65E-14,4.18E-16,1.51E-12,202.533506,193.4839657,201.7809242,193.2746005,4.19E-15,2.65E-13,3.59E-15,5.88E-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:43:31 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,2222,results/152387754562,5,55.59139785,55.55555556,56.66666667,60.95238095,58.88888889,60,58.33333333,53.33333333,46.66666667,66.66666667,TRUE,60,60.6959707,63.03030303,66.2020202,67.75396825,76.0952381,80.33333333,76.42857143,63,77.77777778,TRUE,51.16666667,50.79120879,50.8974359,54.45454545,51.83838384,46.44444444,37.14285714,36.92857143,34,66.66666667,TRUE,0.537931034,0.538461538,0.551724138,0.594059406,0.574712644,0.558823529,0.528301887,0.553191489,0.466666667,0.705882353,-1588.771469,-1890.004577,-1666.669821,-1933.772127,3.75E-124,4.33E-106,2.03E-128,6.79E-119,927.6332104,1083.227337,1018.765124,1097.291126,5.07E-123,7.54E-105,1.75E-127,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
